Channel,Gain,Time (sec),Well,AFU,uM,Excitation,Emission,Replicate,GFP Plasmid (nM),RFP Plasmid (nM)
RFP,100,0,A6,16,0.009473060982830076,580,610,1,0.24,0.44
RFP,100,0,A7,13,0.0076968620485494375,580,610,1,0.49,0.44
RFP,100,0,A8,7,0.0041444641799881585,580,610,1,0.98,0.44
RFP,100,0,A9,12,0.007104795737122558,580,610,1,2.01,0.44
RFP,100,0,A11,10,0.005920663114268798,580,610,2,0.24,0.44
RFP,100,0,A12,5,0.002960331557134399,580,610,2,0.49,0.44
RFP,100,0,A13,9,0.0053285968028419185,580,610,2,0.98,0.44
RFP,100,0,A14,17,0.010065127294256957,580,610,2,2.01,0.44
RFP,100,0,B6,4,0.002368265245707519,580,610,1,0.24,0.88
RFP,100,0,B7,11,0.006512729425695678,580,610,1,0.49,0.88
RFP,100,0,B8,21,0.012433392539964476,580,610,1,0.98,0.88
RFP,100,0,B9,11,0.006512729425695678,580,610,1,2.01,0.88
RFP,100,0,B11,13,0.0076968620485494375,580,610,2,0.24,0.88
RFP,100,0,B12,13,0.0076968620485494375,580,610,2,0.49,0.88
RFP,100,0,B13,15,0.008880994671403197,580,610,2,0.98,0.88
RFP,100,0,B14,4,0.002368265245707519,580,610,2,2.01,0.88
RFP,100,0,C6,16,0.009473060982830076,580,610,1,0.24,2.2
RFP,100,0,C7,5,0.002960331557134399,580,610,1,0.49,2.2
RFP,100,0,C8,3,0.0017761989342806395,580,610,1,0.98,2.2
RFP,100,0,C9,7,0.0041444641799881585,580,610,1,2.01,2.2
RFP,100,0,C11,0,0.0,580,610,2,0.24,2.2
RFP,100,0,C12,3,0.0017761989342806395,580,610,2,0.49,2.2
RFP,100,0,C13,7,0.0041444641799881585,580,610,2,0.98,2.2
RFP,100,0,C14,5,0.002960331557134399,580,610,2,2.01,2.2
RFP,100,0,D6,18,0.010657193605683837,580,610,1,0.24,3.97
RFP,100,0,D7,9,0.0053285968028419185,580,610,1,0.49,3.97
RFP,100,0,D8,16,0.009473060982830076,580,610,1,0.98,3.97
RFP,100,0,D9,12,0.007104795737122558,580,610,1,2.01,3.97
RFP,100,0,D11,19,0.011249259917110717,580,610,2,0.24,3.97
RFP,100,0,D12,3,0.0017761989342806395,580,610,2,0.49,3.97
RFP,100,0,D13,0,0.0,580,610,2,0.98,3.97
RFP,100,0,D14,5,0.002960331557134399,580,610,2,2.01,3.97
RFP,100,0,E10,0,0.0,580,610,1,0,0
RFP,100,0,E15,11,0.006512729425695678,580,610,2,0,0
RFP,100,0,G1,11,0.006512729425695678,580,610,3,0.24,0.44
RFP,100,0,G2,8,0.004736530491415038,580,610,3,0.49,0.44
RFP,100,0,G3,15,0.008880994671403197,580,610,3,0.98,0.44
RFP,100,0,G4,11,0.006512729425695678,580,610,3,2.01,0.44
RFP,100,0,H1,12,0.007104795737122558,580,610,3,0.24,0.88
RFP,100,0,H2,14,0.008288928359976317,580,610,3,0.49,0.88
RFP,100,0,H3,3,0.0017761989342806395,580,610,3,0.98,0.88
RFP,100,0,H4,8,0.004736530491415038,580,610,3,2.01,0.88
RFP,100,0,I1,16,0.009473060982830076,580,610,3,0.24,2.2
RFP,100,0,I2,7,0.0041444641799881585,580,610,3,0.49,2.2
RFP,100,0,I3,1,0.0005920663114268798,580,610,3,0.98,2.2
RFP,100,0,I4,16,0.009473060982830076,580,610,3,2.01,2.2
RFP,100,0,J1,1,0.0005920663114268798,580,610,3,0.24,3.97
RFP,100,0,J2,8,0.004736530491415038,580,610,3,0.49,3.97
RFP,100,0,J3,15,0.008880994671403197,580,610,3,0.98,3.97
RFP,100,0,J4,9,0.0053285968028419185,580,610,3,2.01,3.97
RFP,100,0,K5,5,0.002960331557134399,580,610,3,0,0
RFP,100,360,A6,14,0.008288928359976317,580,610,1,0.24,0.44
RFP,100,360,A7,13,0.0076968620485494375,580,610,1,0.49,0.44
RFP,100,360,A8,16,0.009473060982830076,580,610,1,0.98,0.44
RFP,100,360,A9,24,0.014209591474245116,580,610,1,2.01,0.44
RFP,100,360,A11,0,0.0,580,610,2,0.24,0.44
RFP,100,360,A12,31,0.018354055654233273,580,610,2,0.49,0.44
RFP,100,360,A13,8,0.004736530491415038,580,610,2,0.98,0.44
RFP,100,360,A14,0,0.0,580,610,2,2.01,0.44
RFP,100,360,B6,0,0.0,580,610,1,0.24,0.88
RFP,100,360,B7,12,0.007104795737122558,580,610,1,0.49,0.88
RFP,100,360,B8,6,0.003552397868561279,580,610,1,0.98,0.88
RFP,100,360,B9,12,0.007104795737122558,580,610,1,2.01,0.88
RFP,100,360,B11,12,0.007104795737122558,580,610,2,0.24,0.88
RFP,100,360,B12,11,0.006512729425695678,580,610,2,0.49,0.88
RFP,100,360,B13,7,0.0041444641799881585,580,610,2,0.98,0.88
RFP,100,360,B14,8,0.004736530491415038,580,610,2,2.01,0.88
RFP,100,360,C6,14,0.008288928359976317,580,610,1,0.24,2.2
RFP,100,360,C7,21,0.012433392539964476,580,610,1,0.49,2.2
RFP,100,360,C8,18,0.010657193605683837,580,610,1,0.98,2.2
RFP,100,360,C9,10,0.005920663114268798,580,610,1,2.01,2.2
RFP,100,360,C11,0,0.0,580,610,2,0.24,2.2
RFP,100,360,C12,16,0.009473060982830076,580,610,2,0.49,2.2
RFP,100,360,C13,9,0.0053285968028419185,580,610,2,0.98,2.2
RFP,100,360,C14,18,0.010657193605683837,580,610,2,2.01,2.2
RFP,100,360,D6,1,0.0005920663114268798,580,610,1,0.24,3.97
RFP,100,360,D7,10,0.005920663114268798,580,610,1,0.49,3.97
RFP,100,360,D8,0,0.0,580,610,1,0.98,3.97
RFP,100,360,D9,9,0.0053285968028419185,580,610,1,2.01,3.97
RFP,100,360,D11,0,0.0,580,610,2,0.24,3.97
RFP,100,360,D12,12,0.007104795737122558,580,610,2,0.49,3.97
RFP,100,360,D13,8,0.004736530491415038,580,610,2,0.98,3.97
RFP,100,360,D14,6,0.003552397868561279,580,610,2,2.01,3.97
RFP,100,360,E10,4,0.002368265245707519,580,610,1,0,0
RFP,100,360,E15,18,0.010657193605683837,580,610,2,0,0
RFP,100,360,G1,16,0.009473060982830076,580,610,3,0.24,0.44
RFP,100,360,G2,10,0.005920663114268798,580,610,3,0.49,0.44
RFP,100,360,G3,16,0.009473060982830076,580,610,3,0.98,0.44
RFP,100,360,G4,6,0.003552397868561279,580,610,3,2.01,0.44
RFP,100,360,H1,9,0.0053285968028419185,580,610,3,0.24,0.88
RFP,100,360,H2,8,0.004736530491415038,580,610,3,0.49,0.88
RFP,100,360,H3,9,0.0053285968028419185,580,610,3,0.98,0.88
RFP,100,360,H4,16,0.009473060982830076,580,610,3,2.01,0.88
RFP,100,360,I1,10,0.005920663114268798,580,610,3,0.24,2.2
RFP,100,360,I2,3,0.0017761989342806395,580,610,3,0.49,2.2
RFP,100,360,I3,11,0.006512729425695678,580,610,3,0.98,2.2
RFP,100,360,I4,24,0.014209591474245116,580,610,3,2.01,2.2
RFP,100,360,J1,5,0.002960331557134399,580,610,3,0.24,3.97
RFP,100,360,J2,13,0.0076968620485494375,580,610,3,0.49,3.97
RFP,100,360,J3,7,0.0041444641799881585,580,610,3,0.98,3.97
RFP,100,360,J4,18,0.010657193605683837,580,610,3,2.01,3.97
RFP,100,360,K5,13,0.0076968620485494375,580,610,3,0,0
RFP,100,720,A6,19,0.011249259917110717,580,610,1,0.24,0.44
RFP,100,720,A7,5,0.002960331557134399,580,610,1,0.49,0.44
RFP,100,720,A8,18,0.010657193605683837,580,610,1,0.98,0.44
RFP,100,720,A9,0,0.0,580,610,1,2.01,0.44
RFP,100,720,A11,2,0.0011841326228537595,580,610,2,0.24,0.44
RFP,100,720,A12,0,0.0,580,610,2,0.49,0.44
RFP,100,720,A13,0,0.0,580,610,2,0.98,0.44
RFP,100,720,A14,2,0.0011841326228537595,580,610,2,2.01,0.44
RFP,100,720,B6,14,0.008288928359976317,580,610,1,0.24,0.88
RFP,100,720,B7,17,0.010065127294256957,580,610,1,0.49,0.88
RFP,100,720,B8,7,0.0041444641799881585,580,610,1,0.98,0.88
RFP,100,720,B9,3,0.0017761989342806395,580,610,1,2.01,0.88
RFP,100,720,B11,17,0.010065127294256957,580,610,2,0.24,0.88
RFP,100,720,B12,2,0.0011841326228537595,580,610,2,0.49,0.88
RFP,100,720,B13,0,0.0,580,610,2,0.98,0.88
RFP,100,720,B14,6,0.003552397868561279,580,610,2,2.01,0.88
RFP,100,720,C6,11,0.006512729425695678,580,610,1,0.24,2.2
RFP,100,720,C7,0,0.0,580,610,1,0.49,2.2
RFP,100,720,C8,0,0.0,580,610,1,0.98,2.2
RFP,100,720,C9,18,0.010657193605683837,580,610,1,2.01,2.2
RFP,100,720,C11,8,0.004736530491415038,580,610,2,0.24,2.2
RFP,100,720,C12,10,0.005920663114268798,580,610,2,0.49,2.2
RFP,100,720,C13,8,0.004736530491415038,580,610,2,0.98,2.2
RFP,100,720,C14,26,0.015393724097098875,580,610,2,2.01,2.2
RFP,100,720,D6,7,0.0041444641799881585,580,610,1,0.24,3.97
RFP,100,720,D7,6,0.003552397868561279,580,610,1,0.49,3.97
RFP,100,720,D8,0,0.0,580,610,1,0.98,3.97
RFP,100,720,D9,3,0.0017761989342806395,580,610,1,2.01,3.97
RFP,100,720,D11,5,0.002960331557134399,580,610,2,0.24,3.97
RFP,100,720,D12,14,0.008288928359976317,580,610,2,0.49,3.97
RFP,100,720,D13,20,0.011841326228537596,580,610,2,0.98,3.97
RFP,100,720,D14,14,0.008288928359976317,580,610,2,2.01,3.97
RFP,100,720,E10,0,0.0,580,610,1,0,0
RFP,100,720,E15,7,0.0041444641799881585,580,610,2,0,0
RFP,100,720,G1,28,0.016577856719952634,580,610,3,0.24,0.44
RFP,100,720,G2,19,0.011249259917110717,580,610,3,0.49,0.44
RFP,100,720,G3,20,0.011841326228537596,580,610,3,0.98,0.44
RFP,100,720,G4,9,0.0053285968028419185,580,610,3,2.01,0.44
RFP,100,720,H1,11,0.006512729425695678,580,610,3,0.24,0.88
RFP,100,720,H2,13,0.0076968620485494375,580,610,3,0.49,0.88
RFP,100,720,H3,15,0.008880994671403197,580,610,3,0.98,0.88
RFP,100,720,H4,10,0.005920663114268798,580,610,3,2.01,0.88
RFP,100,720,I1,9,0.0053285968028419185,580,610,3,0.24,2.2
RFP,100,720,I2,15,0.008880994671403197,580,610,3,0.49,2.2
RFP,100,720,I3,5,0.002960331557134399,580,610,3,0.98,2.2
RFP,100,720,I4,0,0.0,580,610,3,2.01,2.2
RFP,100,720,J1,11,0.006512729425695678,580,610,3,0.24,3.97
RFP,100,720,J2,16,0.009473060982830076,580,610,3,0.49,3.97
RFP,100,720,J3,7,0.0041444641799881585,580,610,3,0.98,3.97
RFP,100,720,J4,5,0.002960331557134399,580,610,3,2.01,3.97
RFP,100,720,K5,14,0.008288928359976317,580,610,3,0,0
RFP,100,1080,A6,13,0.0076968620485494375,580,610,1,0.24,0.44
RFP,100,1080,A7,9,0.0053285968028419185,580,610,1,0.49,0.44
RFP,100,1080,A8,3,0.0017761989342806395,580,610,1,0.98,0.44
RFP,100,1080,A9,17,0.010065127294256957,580,610,1,2.01,0.44
RFP,100,1080,A11,0,0.0,580,610,2,0.24,0.44
RFP,100,1080,A12,0,0.0,580,610,2,0.49,0.44
RFP,100,1080,A13,5,0.002960331557134399,580,610,2,0.98,0.44
RFP,100,1080,A14,2,0.0011841326228537595,580,610,2,2.01,0.44
RFP,100,1080,B6,0,0.0,580,610,1,0.24,0.88
RFP,100,1080,B7,6,0.003552397868561279,580,610,1,0.49,0.88
RFP,100,1080,B8,13,0.0076968620485494375,580,610,1,0.98,0.88
RFP,100,1080,B9,0,0.0,580,610,1,2.01,0.88
RFP,100,1080,B11,7,0.0041444641799881585,580,610,2,0.24,0.88
RFP,100,1080,B12,0,0.0,580,610,2,0.49,0.88
RFP,100,1080,B13,16,0.009473060982830076,580,610,2,0.98,0.88
RFP,100,1080,B14,14,0.008288928359976317,580,610,2,2.01,0.88
RFP,100,1080,C6,16,0.009473060982830076,580,610,1,0.24,2.2
RFP,100,1080,C7,9,0.0053285968028419185,580,610,1,0.49,2.2
RFP,100,1080,C8,0,0.0,580,610,1,0.98,2.2
RFP,100,1080,C9,17,0.010065127294256957,580,610,1,2.01,2.2
RFP,100,1080,C11,13,0.0076968620485494375,580,610,2,0.24,2.2
RFP,100,1080,C12,19,0.011249259917110717,580,610,2,0.49,2.2
RFP,100,1080,C13,15,0.008880994671403197,580,610,2,0.98,2.2
RFP,100,1080,C14,0,0.0,580,610,2,2.01,2.2
RFP,100,1080,D6,11,0.006512729425695678,580,610,1,0.24,3.97
RFP,100,1080,D7,0,0.0,580,610,1,0.49,3.97
RFP,100,1080,D8,6,0.003552397868561279,580,610,1,0.98,3.97
RFP,100,1080,D9,12,0.007104795737122558,580,610,1,2.01,3.97
RFP,100,1080,D11,9,0.0053285968028419185,580,610,2,0.24,3.97
RFP,100,1080,D12,7,0.0041444641799881585,580,610,2,0.49,3.97
RFP,100,1080,D13,0,0.0,580,610,2,0.98,3.97
RFP,100,1080,D14,7,0.0041444641799881585,580,610,2,2.01,3.97
RFP,100,1080,E10,4,0.002368265245707519,580,610,1,0,0
RFP,100,1080,E15,18,0.010657193605683837,580,610,2,0,0
RFP,100,1080,G1,22,0.013025458851391355,580,610,3,0.24,0.44
RFP,100,1080,G2,1,0.0005920663114268798,580,610,3,0.49,0.44
RFP,100,1080,G3,18,0.010657193605683837,580,610,3,0.98,0.44
RFP,100,1080,G4,18,0.010657193605683837,580,610,3,2.01,0.44
RFP,100,1080,H1,17,0.010065127294256957,580,610,3,0.24,0.88
RFP,100,1080,H2,16,0.009473060982830076,580,610,3,0.49,0.88
RFP,100,1080,H3,3,0.0017761989342806395,580,610,3,0.98,0.88
RFP,100,1080,H4,3,0.0017761989342806395,580,610,3,2.01,0.88
RFP,100,1080,I1,0,0.0,580,610,3,0.24,2.2
RFP,100,1080,I2,10,0.005920663114268798,580,610,3,0.49,2.2
RFP,100,1080,I3,8,0.004736530491415038,580,610,3,0.98,2.2
RFP,100,1080,I4,17,0.010065127294256957,580,610,3,2.01,2.2
RFP,100,1080,J1,3,0.0017761989342806395,580,610,3,0.24,3.97
RFP,100,1080,J2,2,0.0011841326228537595,580,610,3,0.49,3.97
RFP,100,1080,J3,11,0.006512729425695678,580,610,3,0.98,3.97
RFP,100,1080,J4,11,0.006512729425695678,580,610,3,2.01,3.97
RFP,100,1080,K5,2,0.0011841326228537595,580,610,3,0,0
RFP,100,1440,A6,18,0.010657193605683837,580,610,1,0.24,0.44
RFP,100,1440,A7,10,0.005920663114268798,580,610,1,0.49,0.44
RFP,100,1440,A8,3,0.0017761989342806395,580,610,1,0.98,0.44
RFP,100,1440,A9,1,0.0005920663114268798,580,610,1,2.01,0.44
RFP,100,1440,A11,4,0.002368265245707519,580,610,2,0.24,0.44
RFP,100,1440,A12,1,0.0005920663114268798,580,610,2,0.49,0.44
RFP,100,1440,A13,0,0.0,580,610,2,0.98,0.44
RFP,100,1440,A14,0,0.0,580,610,2,2.01,0.44
RFP,100,1440,B6,15,0.008880994671403197,580,610,1,0.24,0.88
RFP,100,1440,B7,6,0.003552397868561279,580,610,1,0.49,0.88
RFP,100,1440,B8,23,0.013617525162818236,580,610,1,0.98,0.88
RFP,100,1440,B9,22,0.013025458851391355,580,610,1,2.01,0.88
RFP,100,1440,B11,2,0.0011841326228537595,580,610,2,0.24,0.88
RFP,100,1440,B12,3,0.0017761989342806395,580,610,2,0.49,0.88
RFP,100,1440,B13,1,0.0005920663114268798,580,610,2,0.98,0.88
RFP,100,1440,B14,15,0.008880994671403197,580,610,2,2.01,0.88
RFP,100,1440,C6,8,0.004736530491415038,580,610,1,0.24,2.2
RFP,100,1440,C7,17,0.010065127294256957,580,610,1,0.49,2.2
RFP,100,1440,C8,4,0.002368265245707519,580,610,1,0.98,2.2
RFP,100,1440,C9,6,0.003552397868561279,580,610,1,2.01,2.2
RFP,100,1440,C11,7,0.0041444641799881585,580,610,2,0.24,2.2
RFP,100,1440,C12,0,0.0,580,610,2,0.49,2.2
RFP,100,1440,C13,10,0.005920663114268798,580,610,2,0.98,2.2
RFP,100,1440,C14,6,0.003552397868561279,580,610,2,2.01,2.2
RFP,100,1440,D6,0,0.0,580,610,1,0.24,3.97
RFP,100,1440,D7,10,0.005920663114268798,580,610,1,0.49,3.97
RFP,100,1440,D8,0,0.0,580,610,1,0.98,3.97
RFP,100,1440,D9,0,0.0,580,610,1,2.01,3.97
RFP,100,1440,D11,7,0.0041444641799881585,580,610,2,0.24,3.97
RFP,100,1440,D12,1,0.0005920663114268798,580,610,2,0.49,3.97
RFP,100,1440,D13,12,0.007104795737122558,580,610,2,0.98,3.97
RFP,100,1440,D14,23,0.013617525162818236,580,610,2,2.01,3.97
RFP,100,1440,E10,15,0.008880994671403197,580,610,1,0,0
RFP,100,1440,E15,6,0.003552397868561279,580,610,2,0,0
RFP,100,1440,G1,3,0.0017761989342806395,580,610,3,0.24,0.44
RFP,100,1440,G2,10,0.005920663114268798,580,610,3,0.49,0.44
RFP,100,1440,G3,5,0.002960331557134399,580,610,3,0.98,0.44
RFP,100,1440,G4,3,0.0017761989342806395,580,610,3,2.01,0.44
RFP,100,1440,H1,12,0.007104795737122558,580,610,3,0.24,0.88
RFP,100,1440,H2,11,0.006512729425695678,580,610,3,0.49,0.88
RFP,100,1440,H3,3,0.0017761989342806395,580,610,3,0.98,0.88
RFP,100,1440,H4,23,0.013617525162818236,580,610,3,2.01,0.88
RFP,100,1440,I1,0,0.0,580,610,3,0.24,2.2
RFP,100,1440,I2,2,0.0011841326228537595,580,610,3,0.49,2.2
RFP,100,1440,I3,4,0.002368265245707519,580,610,3,0.98,2.2
RFP,100,1440,I4,7,0.0041444641799881585,580,610,3,2.01,2.2
RFP,100,1440,J1,32,0.018946121965660152,580,610,3,0.24,3.97
RFP,100,1440,J2,16,0.009473060982830076,580,610,3,0.49,3.97
RFP,100,1440,J3,19,0.011249259917110717,580,610,3,0.98,3.97
RFP,100,1440,J4,0,0.0,580,610,3,2.01,3.97
RFP,100,1440,K5,0,0.0,580,610,3,0,0
RFP,100,1800,A6,7,0.0041444641799881585,580,610,1,0.24,0.44
RFP,100,1800,A7,17,0.010065127294256957,580,610,1,0.49,0.44
RFP,100,1800,A8,11,0.006512729425695678,580,610,1,0.98,0.44
RFP,100,1800,A9,0,0.0,580,610,1,2.01,0.44
RFP,100,1800,A11,8,0.004736530491415038,580,610,2,0.24,0.44
RFP,100,1800,A12,5,0.002960331557134399,580,610,2,0.49,0.44
RFP,100,1800,A13,6,0.003552397868561279,580,610,2,0.98,0.44
RFP,100,1800,A14,16,0.009473060982830076,580,610,2,2.01,0.44
RFP,100,1800,B6,13,0.0076968620485494375,580,610,1,0.24,0.88
RFP,100,1800,B7,11,0.006512729425695678,580,610,1,0.49,0.88
RFP,100,1800,B8,0,0.0,580,610,1,0.98,0.88
RFP,100,1800,B9,14,0.008288928359976317,580,610,1,2.01,0.88
RFP,100,1800,B11,1,0.0005920663114268798,580,610,2,0.24,0.88
RFP,100,1800,B12,0,0.0,580,610,2,0.49,0.88
RFP,100,1800,B13,2,0.0011841326228537595,580,610,2,0.98,0.88
RFP,100,1800,B14,0,0.0,580,610,2,2.01,0.88
RFP,100,1800,C6,14,0.008288928359976317,580,610,1,0.24,2.2
RFP,100,1800,C7,6,0.003552397868561279,580,610,1,0.49,2.2
RFP,100,1800,C8,13,0.0076968620485494375,580,610,1,0.98,2.2
RFP,100,1800,C9,15,0.008880994671403197,580,610,1,2.01,2.2
RFP,100,1800,C11,13,0.0076968620485494375,580,610,2,0.24,2.2
RFP,100,1800,C12,12,0.007104795737122558,580,610,2,0.49,2.2
RFP,100,1800,C13,15,0.008880994671403197,580,610,2,0.98,2.2
RFP,100,1800,C14,19,0.011249259917110717,580,610,2,2.01,2.2
RFP,100,1800,D6,15,0.008880994671403197,580,610,1,0.24,3.97
RFP,100,1800,D7,5,0.002960331557134399,580,610,1,0.49,3.97
RFP,100,1800,D8,11,0.006512729425695678,580,610,1,0.98,3.97
RFP,100,1800,D9,16,0.009473060982830076,580,610,1,2.01,3.97
RFP,100,1800,D11,0,0.0,580,610,2,0.24,3.97
RFP,100,1800,D12,10,0.005920663114268798,580,610,2,0.49,3.97
RFP,100,1800,D13,0,0.0,580,610,2,0.98,3.97
RFP,100,1800,D14,19,0.011249259917110717,580,610,2,2.01,3.97
RFP,100,1800,E10,30,0.017761989342806393,580,610,1,0,0
RFP,100,1800,E15,3,0.0017761989342806395,580,610,2,0,0
RFP,100,1800,G1,12,0.007104795737122558,580,610,3,0.24,0.44
RFP,100,1800,G2,15,0.008880994671403197,580,610,3,0.49,0.44
RFP,100,1800,G3,5,0.002960331557134399,580,610,3,0.98,0.44
RFP,100,1800,G4,7,0.0041444641799881585,580,610,3,2.01,0.44
RFP,100,1800,H1,9,0.0053285968028419185,580,610,3,0.24,0.88
RFP,100,1800,H2,3,0.0017761989342806395,580,610,3,0.49,0.88
RFP,100,1800,H3,3,0.0017761989342806395,580,610,3,0.98,0.88
RFP,100,1800,H4,15,0.008880994671403197,580,610,3,2.01,0.88
RFP,100,1800,I1,11,0.006512729425695678,580,610,3,0.24,2.2
RFP,100,1800,I2,0,0.0,580,610,3,0.49,2.2
RFP,100,1800,I3,2,0.0011841326228537595,580,610,3,0.98,2.2
RFP,100,1800,I4,15,0.008880994671403197,580,610,3,2.01,2.2
RFP,100,1800,J1,16,0.009473060982830076,580,610,3,0.24,3.97
RFP,100,1800,J2,22,0.013025458851391355,580,610,3,0.49,3.97
RFP,100,1800,J3,0,0.0,580,610,3,0.98,3.97
RFP,100,1800,J4,8,0.004736530491415038,580,610,3,2.01,3.97
RFP,100,1800,K5,0,0.0,580,610,3,0,0
RFP,100,2160,A6,8,0.004736530491415038,580,610,1,0.24,0.44
RFP,100,2160,A7,5,0.002960331557134399,580,610,1,0.49,0.44
RFP,100,2160,A8,15,0.008880994671403197,580,610,1,0.98,0.44
RFP,100,2160,A9,0,0.0,580,610,1,2.01,0.44
RFP,100,2160,A11,17,0.010065127294256957,580,610,2,0.24,0.44
RFP,100,2160,A12,3,0.0017761989342806395,580,610,2,0.49,0.44
RFP,100,2160,A13,4,0.002368265245707519,580,610,2,0.98,0.44
RFP,100,2160,A14,0,0.0,580,610,2,2.01,0.44
RFP,100,2160,B6,14,0.008288928359976317,580,610,1,0.24,0.88
RFP,100,2160,B7,7,0.0041444641799881585,580,610,1,0.49,0.88
RFP,100,2160,B8,4,0.002368265245707519,580,610,1,0.98,0.88
RFP,100,2160,B9,0,0.0,580,610,1,2.01,0.88
RFP,100,2160,B11,0,0.0,580,610,2,0.24,0.88
RFP,100,2160,B12,0,0.0,580,610,2,0.49,0.88
RFP,100,2160,B13,20,0.011841326228537596,580,610,2,0.98,0.88
RFP,100,2160,B14,9,0.0053285968028419185,580,610,2,2.01,0.88
RFP,100,2160,C6,8,0.004736530491415038,580,610,1,0.24,2.2
RFP,100,2160,C7,0,0.0,580,610,1,0.49,2.2
RFP,100,2160,C8,21,0.012433392539964476,580,610,1,0.98,2.2
RFP,100,2160,C9,0,0.0,580,610,1,2.01,2.2
RFP,100,2160,C11,17,0.010065127294256957,580,610,2,0.24,2.2
RFP,100,2160,C12,12,0.007104795737122558,580,610,2,0.49,2.2
RFP,100,2160,C13,0,0.0,580,610,2,0.98,2.2
RFP,100,2160,C14,0,0.0,580,610,2,2.01,2.2
RFP,100,2160,D6,7,0.0041444641799881585,580,610,1,0.24,3.97
RFP,100,2160,D7,19,0.011249259917110717,580,610,1,0.49,3.97
RFP,100,2160,D8,12,0.007104795737122558,580,610,1,0.98,3.97
RFP,100,2160,D9,14,0.008288928359976317,580,610,1,2.01,3.97
RFP,100,2160,D11,10,0.005920663114268798,580,610,2,0.24,3.97
RFP,100,2160,D12,0,0.0,580,610,2,0.49,3.97
RFP,100,2160,D13,5,0.002960331557134399,580,610,2,0.98,3.97
RFP,100,2160,D14,10,0.005920663114268798,580,610,2,2.01,3.97
RFP,100,2160,E10,7,0.0041444641799881585,580,610,1,0,0
RFP,100,2160,E15,0,0.0,580,610,2,0,0
RFP,100,2160,G1,14,0.008288928359976317,580,610,3,0.24,0.44
RFP,100,2160,G2,0,0.0,580,610,3,0.49,0.44
RFP,100,2160,G3,5,0.002960331557134399,580,610,3,0.98,0.44
RFP,100,2160,G4,12,0.007104795737122558,580,610,3,2.01,0.44
RFP,100,2160,H1,7,0.0041444641799881585,580,610,3,0.24,0.88
RFP,100,2160,H2,19,0.011249259917110717,580,610,3,0.49,0.88
RFP,100,2160,H3,6,0.003552397868561279,580,610,3,0.98,0.88
RFP,100,2160,H4,0,0.0,580,610,3,2.01,0.88
RFP,100,2160,I1,3,0.0017761989342806395,580,610,3,0.24,2.2
RFP,100,2160,I2,6,0.003552397868561279,580,610,3,0.49,2.2
RFP,100,2160,I3,12,0.007104795737122558,580,610,3,0.98,2.2
RFP,100,2160,I4,11,0.006512729425695678,580,610,3,2.01,2.2
RFP,100,2160,J1,6,0.003552397868561279,580,610,3,0.24,3.97
RFP,100,2160,J2,8,0.004736530491415038,580,610,3,0.49,3.97
RFP,100,2160,J3,5,0.002960331557134399,580,610,3,0.98,3.97
RFP,100,2160,J4,4,0.002368265245707519,580,610,3,2.01,3.97
RFP,100,2160,K5,7,0.0041444641799881585,580,610,3,0,0
RFP,100,2520,A6,11,0.006512729425695678,580,610,1,0.24,0.44
RFP,100,2520,A7,19,0.011249259917110717,580,610,1,0.49,0.44
RFP,100,2520,A8,0,0.0,580,610,1,0.98,0.44
RFP,100,2520,A9,33,0.019538188277087035,580,610,1,2.01,0.44
RFP,100,2520,A11,0,0.0,580,610,2,0.24,0.44
RFP,100,2520,A12,1,0.0005920663114268798,580,610,2,0.49,0.44
RFP,100,2520,A13,20,0.011841326228537596,580,610,2,0.98,0.44
RFP,100,2520,A14,5,0.002960331557134399,580,610,2,2.01,0.44
RFP,100,2520,B6,22,0.013025458851391355,580,610,1,0.24,0.88
RFP,100,2520,B7,1,0.0005920663114268798,580,610,1,0.49,0.88
RFP,100,2520,B8,0,0.0,580,610,1,0.98,0.88
RFP,100,2520,B9,14,0.008288928359976317,580,610,1,2.01,0.88
RFP,100,2520,B11,13,0.0076968620485494375,580,610,2,0.24,0.88
RFP,100,2520,B12,9,0.0053285968028419185,580,610,2,0.49,0.88
RFP,100,2520,B13,12,0.007104795737122558,580,610,2,0.98,0.88
RFP,100,2520,B14,6,0.003552397868561279,580,610,2,2.01,0.88
RFP,100,2520,C6,8,0.004736530491415038,580,610,1,0.24,2.2
RFP,100,2520,C7,21,0.012433392539964476,580,610,1,0.49,2.2
RFP,100,2520,C8,0,0.0,580,610,1,0.98,2.2
RFP,100,2520,C9,0,0.0,580,610,1,2.01,2.2
RFP,100,2520,C11,14,0.008288928359976317,580,610,2,0.24,2.2
RFP,100,2520,C12,3,0.0017761989342806395,580,610,2,0.49,2.2
RFP,100,2520,C13,27,0.015985790408525755,580,610,2,0.98,2.2
RFP,100,2520,C14,0,0.0,580,610,2,2.01,2.2
RFP,100,2520,D6,3,0.0017761989342806395,580,610,1,0.24,3.97
RFP,100,2520,D7,0,0.0,580,610,1,0.49,3.97
RFP,100,2520,D8,8,0.004736530491415038,580,610,1,0.98,3.97
RFP,100,2520,D9,7,0.0041444641799881585,580,610,1,2.01,3.97
RFP,100,2520,D11,4,0.002368265245707519,580,610,2,0.24,3.97
RFP,100,2520,D12,5,0.002960331557134399,580,610,2,0.49,3.97
RFP,100,2520,D13,12,0.007104795737122558,580,610,2,0.98,3.97
RFP,100,2520,D14,0,0.0,580,610,2,2.01,3.97
